date,amazon_price,amazon_discount,flipkart_price,flipkart_discount,day,month,year,weekend,datetime,weekday,price_diff,MA_7_Amazon,MA_30_Amazon,EMA_14_Amazon,MA_7_Flipkart,MA_30_Flipkart,EMA_14_Flipkart
2024-08-06,70900.0,21.13%,65499.0,18.02%,6,8,2024,False,2024-08-06 19:26:37,Tuesday,5401.0,70900.0,70922.36666666667,70916.37042803387,66784.71428571429,68565.66666666667,67554.6356836066
2024-08-07,70900.0,21.13%,65499.0,18.02%,7,8,2024,False,2024-08-07 19:26:37,Wednesday,5401.0,70900.0,70919.06666666667,70914.18770429603,66713.28571428571,68382.33333333333,67280.55092579238
2024-08-08,70900.0,21.13%,65499.0,18.02%,8,8,2024,False,2024-08-08 19:26:37,Thursday,5401.0,70900.0,70915.76666666666,70912.2960103899,66641.85714285714,68199.0,67043.0108023534
2024-08-09,70900.0,21.13%,65499.0,18.02%,9,8,2024,False,2024-08-09 19:26:37,Friday,5401.0,70900.0,70912.46666666666,70910.6565423379,66570.42857142857,68015.66666666667,66837.14269537295
2024-08-10,70900.0,21.13%,65499.0,18.02%,10,8,2024,True,2024-08-10 19:26:37,Saturday,5401.0,70900.0,70909.16666666667,70909.23567002619,66499.0,67832.33333333333,66658.72366932323
2024-08-11,70900.0,21.13%,65499.0,18.02%,11,8,2024,True,2024-08-11 19:26:37,Sunday,5401.0,70900.0,70905.86666666667,70908.00424735603,66427.57142857143,67649.0,66504.0938467468
2024-08-12,71290.0,20.7%,65499.0,18.02%,12,8,2024,False,2024-08-12 19:26:37,Monday,5791.0,70955.71428571429,70915.56666666667,70958.93701437523,65499.0,67465.66666666667,66370.08133384722
2024-08-13,71290.0,20.7%,69999.0,12.39%,13,8,2024,False,2024-08-13 19:26:37,Tuesday,1291.0,71011.42857142857,70925.26666666666,71003.07874579186,66141.85714285714,67432.33333333333,66853.93715600093
2024-08-14,71290.0,20.7%,69999.0,12.39%,14,8,2024,False,2024-08-14 19:26:37,Wednesday,1291.0,71067.14285714286,70934.96666666666,71041.33491301961,66784.71428571429,67399.0,67273.27886853414
2024-08-15,71290.0,20.7%,69999.0,12.39%,15,8,2024,False,2024-08-15 19:26:37,Thursday,1291.0,71122.85714285714,70944.66666666667,71074.49025795034,67427.57142857143,67365.66666666667,67636.70835272959
2024-08-16,71290.0,20.7%,69999.0,12.39%,16,8,2024,False,2024-08-16 19:26:37,Friday,1291.0,71178.57142857143,70961.33333333333,71103.22489022363,68070.42857142857,67332.33333333333,67951.68057236564
2024-08-17,71290.0,20.7%,70249.0,12.08%,17,8,2024,True,2024-08-17 19:26:37,Saturday,1041.0,71234.28571428571,70978.0,71128.12823819382,68749.0,67307.33333333333,68257.98982938356
2024-08-18,71290.0,20.7%,70249.0,12.08%,18,8,2024,True,2024-08-18 19:26:37,Sunday,1041.0,71290.0,70991.0,71149.71113976798,69427.57142857143,67482.33333333333,68523.45785213241
2024-08-19,71290.0,20.7%,64999.0,18.65%,19,8,2024,False,2024-08-19 19:26:37,Monday,6291.0,71290.0,71004.0,71168.41632113226,69356.14285714286,67482.33333333333,68053.53013851476
2024-08-20,71290.0,20.7%,64999.0,18.65%,20,8,2024,False,2024-08-20 19:26:37,Tuesday,6291.0,71290.0,71017.0,71184.62747831462,68641.85714285714,67465.66666666667,67646.25945337946
2024-08-21,70499.0,21.58%,64999.0,18.65%,21,8,2024,False,2024-08-21 19:26:37,Wednesday,5500.0,71177.0,71003.63333333333,71093.210481206,67927.57142857143,67449.0,67293.29152626221
2024-08-22,70499.0,21.58%,64999.0,18.65%,22,8,2024,False,2024-08-22 19:26:37,Thursday,5500.0,71064.0,70990.26666666666,71013.9824170452,67213.28571428571,67432.33333333333,66987.38598942725
2024-08-23,70499.0,21.58%,65099.0,18.52%,23,8,2024,False,2024-08-23 19:26:37,Friday,5400.0,70951.0,70976.9,70945.3180947725,66513.28571428571,67419.0,66735.60119083694
2024-08-24,70499.0,21.58%,65249.0,18.34%,24,8,2024,True,2024-08-24 19:26:37,Saturday,5250.0,70838.0,70963.53333333334,70885.80901546951,65799.0,67394.0,66537.38769872535
2024-08-25,70499.0,21.58%,64999.0,18.65%,25,8,2024,True,2024-08-25 19:26:37,Sunday,5500.0,70725.0,70950.16666666667,70834.23448007357,65049.0,67160.66666666667,66332.2693388953
2024-08-26,70499.0,21.58%,69999.0,12.39%,26,8,2024,False,2024-08-26 19:26:37,Monday,500.0,70612.0,70936.8,70789.5365493971,65763.28571428571,67094.0,66821.16676037593
2024-08-27,70499.0,21.58%,65999.0,17.4%,27,8,2024,False,2024-08-27 19:26:37,Tuesday,4500.0,70499.0,70923.43333333333,70750.79834281083,65906.14285714286,66894.0,66711.54452565913
2024-08-28,70499.0,21.58%,65999.0,17.4%,28,8,2024,False,2024-08-28 19:26:37,Wednesday,4500.0,70499.0,70910.06666666667,70717.22523043604,66049.0,66910.66666666667,66616.53858890459
2024-08-29,70499.0,21.58%,65999.0,17.4%,29,8,2024,False,2024-08-29 19:26:37,Thursday,4500.0,70499.0,70896.7,70688.12853304457,66191.85714285714,66810.66666666667,66534.20011038397
2024-08-30,70499.0,21.58%,65999.0,17.4%,30,8,2024,False,2024-08-30 19:26:37,Friday,4500.0,70499.0,70883.33333333333,70662.91139530529,66320.42857142857,66810.66666666667,66462.8400956661
2024-08-31,70499.0,21.58%,65999.0,17.4%,31,8,2024,True,2024-08-31 19:26:37,Saturday,4500.0,70499.0,70869.96666666666,70641.05654259791,66427.57142857143,66810.66666666667,66400.9947495773
2024-09-01,70499.0,21.58%,65999.0,17.4%,1,9,2024,True,2024-09-01 19:26:37,Sunday,4500.0,70499.0,70856.6,70622.11567025153,66570.42857142857,66810.66666666667,66347.39544963365
2024-09-02,69999.0,22.14%,65999.0,17.4%,2,9,2024,False,2024-09-02 19:26:37,Monday,4000.0,70427.57142857143,70826.56666666667,70539.03358088466,65999.0,66810.66666666667,66300.94272301583
2024-09-03,69999.0,22.14%,69999.0,12.39%,3,9,2024,False,2024-09-03 19:26:37,Tuesday,0.0,70356.14285714286,70796.53333333334,70467.02910343338,66570.42857142857,66944.0,66794.01702661373
2024-09-04,69999.0,22.14%,69999.0,12.39%,4,9,2024,False,2024-09-04 19:26:37,Wednesday,0.0,70284.71428571429,70766.5,70404.62522297559,67141.85714285714,66877.33333333333,67221.3480897319
2024-09-05,69999.0,22.14%,69999.0,12.39%,5,9,2024,False,2024-09-05 19:26:37,Thursday,0.0,70213.28571428571,70736.46666666666,70350.54185991218,67713.28571428571,67027.33333333333,67591.70167776765
2024-09-06,69999.0,22.14%,69999.0,12.39%,6,9,2024,False,2024-09-06 19:26:37,Friday,0.0,70141.85714285714,70706.43333333333,70303.66961192389,68284.71428571429,67177.33333333333,67912.67478739863
2024-09-07,69999.0,22.14%,69999.0,12.39%,7,9,2024,True,2024-09-07 19:26:37,Saturday,0.0,70070.42857142857,70676.4,70263.04699700071,68856.14285714286,67327.33333333333,68190.85148241215
2024-09-08,69999.0,22.14%,69999.0,12.39%,8,9,2024,True,2024-09-08 19:26:37,Sunday,0.0,69999.0,70646.36666666667,70227.84073073395,69427.57142857143,67477.33333333333,68431.93795142387
2024-09-09,69999.0,22.14%,69999.0,12.39%,9,9,2024,False,2024-09-09 19:26:37,Monday,0.0,69999.0,70616.33333333333,70197.32863330276,69999.0,67627.33333333333,68640.87955790068
2024-09-10,69900.0,22.25%,69999.0,12.39%,10,9,2024,False,2024-09-10 19:26:37,Tuesday,-99.0,69984.85714285714,70583.0,70157.68481552906,69999.0,67777.33333333333,68821.96228351393
2024-09-11,69900.0,22.25%,69900.0,12.52%,11,9,2024,False,2024-09-11 19:26:37,Wednesday,0.0,69970.71428571429,70536.66666666667,70123.3268401252,69984.85714285714,67924.03333333334,68965.70064571207
2024-09-12,69900.0,22.25%,69900.0,12.52%,12,9,2024,False,2024-09-12 19:26:37,Thursday,0.0,69956.57142857143,70490.33333333333,70093.5499281085,69970.71428571429,67920.73333333334,69090.27389295047
2024-09-13,69900.0,22.25%,69900.0,12.52%,13,9,2024,False,2024-09-13 19:26:37,Friday,0.0,69942.42857142857,70444.0,70067.74327102737,69956.57142857143,67917.43333333333,69198.23737389041
2024-09-14,69900.0,22.25%,69900.0,12.52%,14,9,2024,True,2024-09-14 19:26:37,Saturday,0.0,69928.28571428571,70397.66666666667,70045.37750155706,69942.42857142857,67914.13333333333,69291.80572403836
2024-09-15,69900.0,22.25%,69900.0,12.52%,15,9,2024,True,2024-09-15 19:26:37,Sunday,0.0,69914.14285714286,70351.33333333333,70025.99383468278,69928.28571428571,67910.83333333333,69372.89829416657
2024-09-16,69900.0,22.25%,64999.0,18.65%,16,9,2024,False,2024-09-16 19:26:37,Monday,4901.0,69900.0,70305.0,70009.19465672507,69214.0,67735.83333333333,68789.71185494437
2024-09-17,69900.0,22.25%,64999.0,18.65%,17,9,2024,False,2024-09-17 19:26:37,Tuesday,4901.0,69900.0,70258.66666666667,69994.63536916173,68499.71428571429,67560.83333333333,68284.28360761845
2024-09-18,69900.0,22.25%,64998.0,18.65%,18,9,2024,False,2024-09-18 19:26:37,Wednesday,4902.0,69900.0,70212.33333333333,69982.01731994016,67799.42857142857,67560.8,67846.11245993599
2024-09-19,69900.0,22.25%,64999.0,18.65%,19,9,2024,False,2024-09-19 19:26:37,Thursday,4901.0,69900.0,70166.0,69971.08167728147,67099.28571428571,67560.8,67466.49746527786
2024-09-20,65900.0,26.7%,64998.0,18.65%,20,9,2024,False,2024-09-20 19:26:37,Friday,902.0,69328.57142857143,70012.7,69428.27078697729,66399.0,67560.76666666666,67137.36446990748
2024-09-21,65900.0,26.7%,63999.0,19.9%,21,9,2024,True,2024-09-21 19:26:37,Saturday,1901.0,68757.14285714286,69859.4,68957.83468204699,65556.0,67527.43333333333,66718.91587391982
2024-09-22,65900.0,26.7%,63999.0,19.9%,22,9,2024,True,2024-09-22 19:26:37,Sunday,1901.0,68185.71428571429,69706.1,68550.1233911074,64713.0,67490.76666666666,66356.26042406385
2024-09-23,65900.0,26.7%,63999.0,19.9%,23,9,2024,False,2024-09-23 19:26:37,Monday,1901.0,67614.28571428571,69552.8,68196.77360562641,64570.142857142855,67449.1,66041.95903418867
2024-09-24,65900.0,26.7%,63999.0,19.9%,24,9,2024,False,2024-09-24 19:26:37,Tuesday,1901.0,67042.85714285714,69399.5,67890.53712487622,64427.28571428572,67415.76666666666,65769.56449629685
2024-09-25,69900.0,22.25%,54999.0,31.17%,25,9,2024,False,2024-09-25 19:26:37,Wednesday,14901.0,67042.85714285714,69379.53333333334,68158.46550822607,62998.857142857145,66915.76666666666,64333.48923012394
2024-09-26,69900.0,22.25%,63999.0,19.9%,26,9,2024,False,2024-09-26 19:26:37,Thursday,5901.0,67042.85714285714,69359.56666666667,68390.67010712926,62856.0,66849.1,64288.890666107414
2024-09-27,69900.0,22.25%,54999.0,31.17%,27,9,2024,False,2024-09-27 19:26:37,Friday,14901.0,67614.28571428571,69339.6,68591.91409284537,61427.57142857143,66482.43333333333,63050.238577293094
2024-09-28,69900.0,22.25%,54999.0,31.17%,28,9,2024,True,2024-09-28 19:26:37,Saturday,14901.0,68185.71428571429,69319.63333333333,68766.32554713266,60141.857142857145,66115.76666666666,61976.74010032068
2024-09-29,69900.0,22.25%,55749.0,30.23%,29,9,2024,True,2024-09-29 19:26:37,Sunday,14151.0,68757.14285714286,69299.66666666667,68917.4821408483,58963.28571428572,65774.1,61146.37475361126
2024-09-30,69900.0,22.25%,55999.0,29.91%,30,9,2024,False,2024-09-30 19:26:37,Monday,13901.0,69328.57142857143,69279.7,69048.48452206852,57820.42857142857,65440.76666666667,60460.05811979643
2024-10-01,69900.0,22.25%,58249.0,27.1%,1,10,2024,False,2024-10-01 19:26:37,Tuesday,11651.0,69900.0,69259.73333333334,69162.01991912606,56999.0,65182.433333333334,60165.25037049024
2024-10-02,69900.0,22.25%,58249.0,27.1%,2,10,2024,False,2024-10-02 19:26:37,Wednesday,11651.0,69900.0,69256.43333333333,69260.41726324259,57463.28571428572,64924.1,59909.750321091546
2024-10-03,69900.0,22.25%,58249.0,27.1%,3,10,2024,False,2024-10-03 19:26:37,Thursday,11651.0,69900.0,69253.13333333333,69345.69496147691,56641.857142857145,64532.433333333334,59688.31694494601
2024-10-04,69900.0,22.25%,58249.0,27.1%,4,10,2024,False,2024-10-04 19:26:37,Friday,11651.0,69900.0,69249.83333333333,69419.60229994665,57106.142857142855,64140.76666666667,59496.40801895321
2024-10-05,69900.0,22.25%,58249.0,27.1%,5,10,2024,True,2024-10-05 19:26:37,Saturday,11651.0,69900.0,69246.53333333334,69483.65532662044,57570.42857142857,63749.1,59330.086949759454
2024-10-06,69900.0,22.25%,58249.0,27.1%,6,10,2024,True,2024-10-06 19:26:37,Sunday,11651.0,69900.0,69243.23333333334,69539.16794973772,57927.57142857143,63357.433333333334,59185.94202312486
2024-10-07,69900.0,22.25%,58999.0,26.16%,7,10,2024,False,2024-10-07 19:26:37,Monday,10901.0,69900.0,69239.93333333333,69587.27888977269,58356.142857142855,62990.76666666667,59161.016420041546
2024-10-08,69900.0,22.25%,58999.0,26.16%,8,10,2024,False,2024-10-08 19:26:37,Tuesday,10901.0,69900.0,69236.63333333333,69628.975037803,58463.28571428572,62624.1,59139.41423070268
2024-10-09,69900.0,22.25%,57999.0,27.41%,9,10,2024,False,2024-10-09 19:26:37,Wednesday,11901.0,69900.0,69233.33333333333,69665.11169942927,58427.57142857143,62224.1,58987.35899994232
2024-10-10,69900.0,22.25%,57999.0,27.41%,10,10,2024,False,2024-10-10 19:26:37,Thursday,11901.0,69900.0,69233.33333333333,69696.43013950536,58391.857142857145,61824.1,58855.57779995001
2024-10-11,69900.0,22.25%,57999.0,27.41%,11,10,2024,False,2024-10-11 19:26:37,Friday,11901.0,69900.0,69233.33333333333,69723.57278757132,58356.142857142855,61427.4,58741.36742662334
2024-10-12,69900.0,22.25%,57999.0,27.41%,12,10,2024,True,2024-10-12 19:26:37,Saturday,11901.0,69900.0,69233.33333333333,69747.09641589515,58320.42857142857,61030.7,58642.38510307356
2024-10-13,69900.0,22.25%,57999.0,27.41%,13,10,2024,True,2024-10-13 19:26:37,Sunday,11901.0,69900.0,69233.33333333333,69767.48356044246,58284.71428571428,60634.0,58556.60042266375
2024-10-14,69900.0,22.25%,57999.0,27.41%,14,10,2024,False,2024-10-14 19:26:37,Monday,11901.0,69900.0,69233.33333333333,69785.15241905014,58141.857142857145,60237.3,58482.253699641915
2024-10-15,69900.0,22.25%,57999.0,27.41%,15,10,2024,False,2024-10-15 19:26:37,Tuesday,11901.0,69900.0,69233.33333333333,69800.46542984346,57999.0,59840.6,58417.81987302299
2024-10-16,69900.0,22.25%,57999.0,27.41%,16,10,2024,False,2024-10-16 19:26:37,Wednesday,11901.0,69900.0,69233.33333333333,69813.73670586434,57999.0,59607.26666666667,58361.977223286594
2024-10-17,69900.0,22.25%,58999.0,26.16%,17,10,2024,False,2024-10-17 19:26:37,Thursday,10901.0,69900.0,69233.33333333333,69825.23847841576,58141.857142857145,59407.26666666667,58446.91359351505
2024-10-18,69900.0,22.25%,62999.0,21.15%,18,10,2024,False,2024-10-18 19:26:37,Friday,6901.0,69900.0,69233.33333333333,69835.20668129367,58856.142857142855,59340.63333333333,59053.85844771304
2024-10-19,69900.0,22.25%,62999.0,21.15%,19,10,2024,True,2024-10-19 19:26:37,Saturday,6901.0,69900.0,69233.33333333333,69843.8457904545,59570.42857142857,59273.96666666667,59579.877321351305
2024-10-20,69900.0,22.25%,54999.0,31.17%,20,10,2024,True,2024-10-20 19:26:37,Sunday,14901.0,69900.0,69366.66666666667,69851.33301839391,59141.857142857145,58940.666666666664,58969.09367850446
2024-10-21,69900.0,22.25%,57999.0,27.41%,21,10,2024,False,2024-10-21 19:26:37,Monday,11901.0,69900.0,69500.0,69857.82194927472,59141.857142857145,58740.666666666664,58839.74785470386
2024-10-22,66900.0,25.58%,57999.0,27.41%,22,10,2024,False,2024-10-22 19:26:37,Tuesday,8901.0,69471.42857142857,69533.33333333333,69463.44568937142,59141.857142857145,58540.666666666664,58727.648140743346
2024-10-23,66900.0,25.58%,55999.0,29.91%,23,10,2024,False,2024-10-23 19:26:37,Wednesday,10901.0,69042.85714285714,69566.66666666667,69121.65293078858,58856.142857142855,58274.0,58363.82838864424
2024-10-24,66900.0,25.58%,55999.0,29.91%,24,10,2024,False,2024-10-24 19:26:37,Thursday,10901.0,68614.28571428571,69600.0,68825.43254001677,58427.57142857143,58007.333333333336,58048.51793682501
2024-10-25,66900.0,25.58%,56249.0,29.6%,25,10,2024,False,2024-10-25 19:26:37,Friday,10651.0,68185.71428571429,69500.0,68568.70820134788,57463.28571428572,58049.0,57808.58221191501
2024-10-26,66900.0,25.58%,56499.0,29.29%,26,10,2024,True,2024-10-26 19:26:37,Saturday,10401.0,67757.14285714286,69400.0,68346.21377450149,56534.71428571428,57799.0,57633.97125032634
2024-10-27,66900.0,25.58%,56499.0,29.29%,27,10,2024,True,2024-10-27 19:26:37,Sunday,10401.0,67328.57142857143,69300.0,68153.38527123463,56749.0,57849.0,57482.64175028283
2024-10-28,66900.0,25.58%,56499.0,29.29%,28,10,2024,False,2024-10-28 19:26:37,Monday,10401.0,66900.0,69200.0,67986.26723507,56534.71428571428,57899.0,57351.48951691179
2024-10-29,66900.0,25.58%,56599.0,29.16%,29,10,2024,False,2024-10-29 19:26:37,Tuesday,10301.0,66900.0,69100.0,67841.43160372734,56334.71428571428,57927.333333333336,57251.157581323554
2024-10-30,66900.0,25.58%,56599.0,29.16%,30,10,2024,False,2024-10-30 19:26:37,Wednesday,10301.0,66900.0,69000.0,67715.90738989704,56420.42857142857,57947.333333333336,57164.20323714708
2024-10-31,67900.0,24.47%,56599.0,29.16%,31,10,2024,False,2024-10-31 19:26:37,Thursday,11301.0,67042.85714285714,68933.33333333333,67740.4530712441,56506.142857142855,57892.333333333336,57088.84280552747
2024-11-01,67900.0,24.47%,57999.0,27.41%,1,11,2024,False,2024-11-01 19:26:37,Friday,9901.0,67185.71428571429,68866.66666666667,67761.72599507823,56756.142857142855,57884.0,57210.197098123805
2024-11-02,67900.0,24.47%,57999.0,27.41%,2,11,2024,True,2024-11-02 19:26:37,Saturday,9901.0,67328.57142857143,68800.0,67780.1625290678,56970.42857142857,57875.666666666664,57315.370818373965
2024-11-03,67900.0,24.47%,57999.0,27.41%,3,11,2024,True,2024-11-03 19:26:37,Sunday,9901.0,67471.42857142857,68733.33333333333,67796.14085852544,57184.71428571428,57867.333333333336,57406.5213759241
2024-11-04,67900.0,24.47%,57999.0,27.41%,4,11,2024,False,2024-11-04 19:26:37,Monday,9901.0,67614.28571428571,68666.66666666667,67809.98874405539,57399.0,57859.0,57485.518525800886
2024-11-05,67900.0,24.47%,57999.0,27.41%,5,11,2024,False,2024-11-05 19:26:37,Tuesday,9901.0,67757.14285714286,68600.0,67821.990244848,57599.0,57850.666666666664,57553.982722360764
2024-11-06,67900.0,24.47%,57999.0,27.41%,6,11,2024,False,2024-11-06 19:26:37,Wednesday,9901.0,67900.0,68533.33333333333,67832.39154553493,57799.0,57817.333333333336,57613.31835937933
2024-11-07,67900.0,24.47%,57999.0,27.41%,7,11,2024,False,2024-11-07 19:26:37,Thursday,9901.0,67900.0,68466.66666666667,67841.40600613027,57999.0,57784.0,57664.74257812875
2024-11-08,65900.0,26.7%,58999.0,26.16%,8,11,2024,False,2024-11-08 19:26:37,Friday,6901.0,67614.28571428571,68333.33333333333,67582.55187197958,58141.857142857145,57817.333333333336,57842.64356771159
2024-11-09,65900.0,26.7%,58999.0,26.16%,9,11,2024,True,2024-11-09 19:26:37,Saturday,6901.0,67328.57142857143,68200.0,67358.21162238231,58284.71428571428,57850.666666666664,57996.824425350045
2024-11-10,65900.0,26.7%,58999.0,26.16%,10,11,2024,True,2024-11-10 19:26:37,Sunday,6901.0,67042.85714285714,68066.66666666667,67163.78340606467,58427.57142857143,57884.0,58130.44783530338
2024-11-11,65900.0,26.7%,58999.0,26.16%,11,11,2024,False,2024-11-11 19:26:37,Monday,6901.0,66757.14285714286,67933.33333333333,66995.27895192272,58570.42857142857,57917.333333333336,58246.254790596264
2024-11-12,65900.0,26.7%,58999.0,26.16%,12,11,2024,False,2024-11-12 19:26:37,Tuesday,6901.0,66471.42857142857,67800.0,66849.24175833302,58713.28571428572,57950.666666666664,58346.62081851676
2024-11-13,65900.0,26.7%,58999.0,26.16%,13,11,2024,False,2024-11-13 19:26:37,Wednesday,6901.0,66185.71428571429,67666.66666666667,66722.67619055528,58856.142857142855,57984.0,58433.604709381194
2024-11-14,65900.0,26.7%,58999.0,26.16%,14,11,2024,False,2024-11-14 19:26:37,Thursday,6901.0,65900.0,67533.33333333333,66612.98603181458,58999.0,58017.333333333336,58508.99074813037
2024-11-15,65900.0,26.7%,56999.0,28.66%,15,11,2024,False,2024-11-15 19:26:37,Friday,8901.0,65900.0,67400.0,66517.92122757265,58713.28571428572,57984.0,58307.65864837966
2024-11-16,65900.0,26.7%,57999.0,27.41%,16,11,2024,True,2024-11-16 19:26:37,Saturday,7901.0,65900.0,67266.66666666667,66435.53173056296,58570.42857142857,57950.666666666664,58266.504161929035
2024-11-17,65900.0,26.7%,57999.0,27.41%,17,11,2024,True,2024-11-17 19:26:37,Sunday,7901.0,65900.0,67133.33333333333,66364.12749982123,58427.57142857143,57784.0,58230.83694033849
2024-11-18,65900.0,26.7%,57749.0,27.72%,18,11,2024,False,2024-11-18 19:26:37,Monday,8151.0,65900.0,67000.0,66302.2438331784,58249.0,57609.0,58166.59201496003
2024-11-19,65900.0,26.7%,58249.0,27.1%,19,11,2024,False,2024-11-19 19:26:37,Tuesday,7651.0,65900.0,66866.66666666667,66248.61132208795,58141.857142857145,57717.333333333336,58177.579746298696
2024-11-20,65900.0,26.7%,58499.0,26.78%,20,11,2024,False,2024-11-20 19:26:37,Wednesday,7401.0,65900.0,66733.33333333333,66202.12981247623,58070.42857142857,57734.0,58220.43578012554
2024-11-21,65900.0,26.7%,58499.0,26.78%,21,11,2024,False,2024-11-21 19:26:37,Thursday,7401.0,65900.0,66700.0,66161.8458374794,57999.0,57750.666666666664,58257.577676108805
2024-11-22,65900.0,26.7%,61499.0,23.03%,22,11,2024,False,2024-11-22 19:26:37,Friday,4401.0,65900.0,66666.66666666667,66126.93305914881,58641.857142857145,57934.0,58689.767319294304
2024-11-23,65900.0,26.7%,61499.0,23.03%,23,11,2024,True,2024-11-23 19:26:37,Saturday,4401.0,65900.0,66633.33333333333,66096.67531792897,59141.857142857145,58117.333333333336,59064.33167672173
2024-11-24,65900.0,26.7%,58249.0,27.1%,24,11,2024,True,2024-11-24 19:26:37,Sunday,7651.0,65900.0,66600.0,66070.45194220511,59177.57142857143,58184.0,58955.62078649217
2024-11-25,65900.0,26.7%,58749.0,26.47%,25,11,2024,False,2024-11-25 19:26:37,Monday,7151.0,65900.0,66566.66666666667,66047.72501657777,59320.42857142857,58259.0,58928.07134829321
2024-11-26,65900.0,26.7%,58749.0,26.47%,26,11,2024,False,2024-11-26 19:26:37,Tuesday,7151.0,65900.0,66533.33333333333,66028.02834770073,59391.857142857145,58334.0,58904.19516852078
2024-11-27,61900.0,31.15%,58749.0,26.47%,27,11,2024,False,2024-11-27 19:26:37,Wednesday,3151.0,65328.57142857143,66366.66666666667,65477.624568007304,59427.57142857143,58409.0,58883.502479384675
2024-11-27,62900.0,30.03%,58749.0,26.47%,27,11,2024,False,2024-11-27 19:26:37,Wednesday,4151.0,64900.0,66233.33333333333,65133.941292273,59463.28571428572,58480.666666666664,58865.568815466715
2024-11-28,62900.0,30.03%,58749.0,26.47%,28,11,2024,False,2024-11-28 19:26:37,Thursday,4151.0,64471.42857142857,66100.0,64836.082453303265,59070.42857142857,58552.333333333336,58850.02630673782
2024-11-29,64900.0,27.81%,59249.0,25.85%,29,11,2024,False,2024-11-29 19:26:37,Friday,5651.0,64328.57142857143,66000.0,64844.60479286283,58749.0,58640.666666666664,58903.22279917278
2024-11-30,64900.0,27.81%,59249.0,25.85%,30,11,2024,True,2024-11-30 19:26:37,Saturday,5651.0,64185.71428571428,65900.0,64851.99082048113,58891.857142857145,58682.333333333336,58949.326425949745
2024-12-01,64900.0,27.81%,59999.0,24.91%,1,12,2024,True,2024-12-01 19:26:37,Sunday,4901.0,64042.857142857145,65800.0,64858.392044416985,59070.42857142857,58749.0,59089.28290248978
2024-12-02,64900.0,27.81%,59999.0,24.91%,2,12,2024,False,2024-12-02 19:26:37,Monday,4901.0,63900.0,65700.0,64863.93977182806,59249.0,58815.666666666664,59210.57851549115
2024-12-03,64900.0,27.81%,59249.0,25.85%,3,12,2024,False,2024-12-03 19:26:37,Tuesday,5651.0,64328.57142857143,65600.0,64868.74780225099,59320.42857142857,58857.333333333336,59215.70138009233
2024-12-04,64900.0,27.81%,59249.0,25.85%,4,12,2024,False,2024-12-04 19:26:37,Wednesday,5651.0,64614.28571428572,65500.0,64872.91476195086,59391.857142857145,58899.0,59220.141196080025
2024-12-05,64900.0,27.81%,59249.0,25.85%,5,12,2024,False,2024-12-05 19:26:37,Thursday,5651.0,64900.0,65400.0,64876.52612702408,59463.28571428572,58940.666666666664,59223.989036602696
2024-12-06,64900.0,27.81%,59249.0,25.85%,6,12,2024,False,2024-12-06 19:26:37,Friday,5651.0,64900.0,65300.0,64879.655976754206,59463.28571428572,58982.333333333336,59227.32383172234
2024-12-07,64900.0,27.81%,58499.0,26.78%,7,12,2024,True,2024-12-07 19:26:37,Saturday,6401.0,64900.0,65266.666666666664,64882.368513186986,59356.142857142855,58965.666666666664,59130.213987492694
2024-12-08,64900.0,27.81%,58999.0,26.16%,8,12,2024,True,2024-12-08 19:26:37,Sunday,5901.0,64900.0,65233.333333333336,64884.71937809539,59213.28571428572,58965.666666666664,59112.71878916034
2024-12-09,64900.0,27.81%,58999.0,26.16%,9,12,2024,False,2024-12-09 19:26:37,Monday,5901.0,64900.0,65200.0,64886.75679434934,59070.42857142857,58965.666666666664,59097.55628393896
2024-12-10,64900.0,27.81%,59249.0,25.85%,10,12,2024,False,2024-12-10 19:26:37,Tuesday,5651.0,64900.0,65166.666666666664,64888.52255510277,59070.42857142857,58974.0,59117.74877941377
2024-12-11,64900.0,27.81%,59249.0,25.85%,11,12,2024,False,2024-12-11 19:26:37,Wednesday,5651.0,64900.0,65133.333333333336,64890.05288108907,59070.42857142857,58982.333333333336,59135.24894215861
2024-12-12,64900.0,27.81%,59249.0,25.85%,12,12,2024,False,2024-12-12 19:26:37,Thursday,5651.0,64900.0,65100.0,64891.37916361053,59070.42857142857,58990.666666666664,59150.415749870794
2024-12-13,64900.0,27.81%,59249.0,25.85%,13,12,2024,False,2024-12-13 19:26:37,Friday,5651.0,64900.0,65066.666666666664,64892.52860846247,59070.42857142857,58999.0,59163.56031655469
2024-12-14,64900.0,27.81%,60999.0,23.66%,14,12,2024,True,2024-12-14 19:26:37,Saturday,3901.0,64900.0,65033.333333333336,64893.52479400081,59427.57142857143,59132.333333333336,59408.28560768073
2024-12-15,64900.0,27.81%,60999.0,23.66%,15,12,2024,True,2024-12-15 19:26:37,Sunday,3901.0,64900.0,65000.0,64894.388154800705,59713.28571428572,59232.333333333336,59620.380859989964
2024-12-16,64900.0,27.81%,58749.0,26.47%,16,12,2024,False,2024-12-16 19:26:37,Monday,6151.0,64900.0,64966.666666666664,64895.13640082728,59677.57142857143,59257.333333333336,59504.19674532463
2024-12-17,64900.0,27.81%,58749.0,26.47%,17,12,2024,False,2024-12-17 19:26:37,Tuesday,6151.0,64900.0,64933.333333333336,64895.78488071698,59606.142857142855,59290.666666666664,59403.50384594801
